id,date,name,phones,email,text
6,18.12.2020 13:58,Торговая Компания Нерей,423 2300540," company@tk-nerey.ru","•	Минтай БГ M (25+ см),  L (30+ см), 2L (35+)"
7,18.12.2020 13:58,"Седанка, ООО","89240087633
 89247397301"," vladfish2007@mail.ruvladfish2007.fishery.ru",
8,18.12.2020 13:55,"КОСМАС, ООО",+7 908 442 3219; +7 908 448 9578," fish_trade@mail.ruKostina.fishery.ru","- Минтай НР (40-45); (45-50), номера на Китай, Корею."
9,18.12.2020 13:52,"Акватория, ООО, Владивосток",423 2028283," sales@aquatoria.sitesales-aquatoria.fishery.ru","- Минтай б/г б/х S (в блоках по 7,5 кг), Сокра, 1/22,5 короб – 2 902,5 кг
- Минтай б/г б/х S (в коробочках по 1 кг), Сокра, 1/21 короб – 6 636 кг
- Минтай б/г (25-30), Сокра, 1/22,5 короб – 3 727,5 кг
- Минтай б/г (30-35), РМС Линдгольм, 1/17 мешок - 16 898 кг 
- Минтай б/г (25-30), РПЗ Сокра, 1/24 мешок – 1 152 кг
- Минтай б/г (30-35), РПЗ Сокра, 1/24 мешок – 144 кг
- Минтай б/г (35+), РПЗ Сокра, 1/24 мешок – 1 608 кг"
0,18.12.2020 13:15,"ТОРГОВЫЙ ДОМ КАМЧАТСКИЙ МЕРИДИАН, ООО","89149768481
 423 2499450
 2281042
 2286980"," km.fish@mail.rukmeridianvl.fishery.ru",
1,18.12.2020 13:08,"Сектор-ДВ, ООО",89502960456," sektordv1@mail.rusektordv.fishery.ru","- Минтай бг 20+, 25+, 30+ морской, 1/22"
2,18.12.2020 13:03,Торговая Компания Нерей,423 2300540," company@tk-nerey.ru","•	Минтай БГ M (25+ см),  L (30+ см), 2L (35+)"
3,18.12.2020 12:58,"КИТ, ООО, Владивосток","423 2410267
 89996142249
 89996158021"," info@kit-tk.comkitvl.fishery.ru","- Минтай БГ M 25+. Мешок 1/24. ГОСТ 18 мес., 21 528 кг
- Минтай БГ 2L 35+. Мешок 1/24. ГОСТ 18 мес., 5 304 кг
- Минтай БГ S 20+. Мешок 1/24. ГОСТ 18 мес., 30 000 кг
- Минтай БГ L 30+. Мешок 1/24. ГОСТ 18 мес., 50 496 кг
- Минтай БГ 2L 35+. Мешок 1/24. ГОСТ 18 мес., 56 880 кг"
4,18.12.2020 12:58,"Седанка, ООО","89240087633
 89247397301"," vladfish2007@mail.ruvladfish2007.fishery.ru",
5,18.12.2020 12:56,"Авангард групп, ООО","89677189773
 495 6405182
 89119268190
 89262330829
 89166883188
 89101286776"," ispalatov@avngr.ruavangardgroup.fishery.ru","- Минтай бг 25+, 1/24 кг, ост.72 кг
- Минтай бг L 30+ , 1/18, ост 3744 кг"
6,18.12.2020 12:51,"Ирна, ТПК, ООО",89146505363," irna-nakhodka@rambler.ruirna.fishery.ru",
7,18.12.2020 12:49,"КамТорг, ООО",423 2618382," vldo2009@mail.rudalos.fishery.ru",
0,19.12.2020 14:40,"КамчатГолдФиш, ООО",89147810521," kamgf@inbox.rukamgf.fishery.ru","Купим нр свежий минтай,камбалу( с судна) на переработку в Петропавловске-Камчатском.
Рассмотрим варианты освоения ваших квот на Минтай,Камбалу в 6102.2; 6103.1;6104.1;6103.2 районах на зимний период 2021 год"
8,18.12.2020 12:48,"МБ, ООО","8-904-628-23-31(Дмитрий)
8-913-582-17-53"," mbfish@yandex.rumbfish.fishery.ru",
1,19.12.2020 14:03,"Фишлендъ, ООО, г. Корсаков","4242 219099
 89241867336
 89006689099"," ooo.fishlend@gmail.comfishlend.fishery.ru",
9,18.12.2020 12:46,"КОСМАС, ООО",+7 908 442 3219; +7 908 448 9578," fish_trade@mail.ruKostina.fishery.ru","- Минтай НР (40-45); (45-50), номера на Китай, Корею."
2,19.12.2020 13:19,"Смирнов О. А., ИП",89046280761," dv-smr@mail.rusmr.fishery.ru",
3,19.12.2020 11:00,"Корпорация МИРПА, ООО",89146796425," hep@inbox.rumirpa.fishery.ru",
4,19.12.2020 10:19,"Смирнов О. А., ИП",89046280761," dv-smr@mail.rusmr.fishery.ru",
5,18.12.2020 18:45,"Океан ДВ, ООО",89841977877," OceanDV@bk.rushvetcov.fishery.ru",
6,18.12.2020 18:42,Торговая Компания Нерей,423 2300540," company@tk-nerey.ru","•	Минтай БГ M (25+ см),  L (30+ см), 2L (35+)"
7,18.12.2020 18:39,"Сигма Марин Технолоджи, ООО","89147167676
 8 908 457 24 00"," sigma_evgenia88@mail.ru
i.pogozheva@sigma-m-tech.rusigmamtech.fishery.ru",
8,18.12.2020 18:38,"Сигма Марин Технолоджи, ООО","89147167676
 8 908 457 24 00"," sigma_evgenia88@mail.ru
i.pogozheva@sigma-m-tech.rusigmamtech.fishery.ru",
9,18.12.2020 18:38,"Сигма Марин Технолоджи, ООО","89147167676
 8 908 457 24 00"," sigma_evgenia88@mail.ru
i.pogozheva@sigma-m-tech.rusigmamtech.fishery.ru","Минтай бг 25 см+ 
Минтай бг 30 см+ "
0,18.12.2020 18:06,"Наджафалиев Н. Г., ИП","89146749462
 89841401992"," 11228877b@gmail.comnatig.fishery.ru","- Минтай б/г с/м S 1/22 кг 1452 кг 83р
- Филе Минтай короб с/м 1/21 кг"
1,18.12.2020 18:00,"Эдельвейс, ООО","423 2283110
 89046276565
 89025564545"," office@fishtrader.orgedelweiss.fishery.ru","-Минтай БГ 20СМ+,25+,30СМ+"
2,18.12.2020 17:58,"Седанка, ООО","89240087633
 89247397301"," vladfish2007@mail.ruvladfish2007.fishery.ru",
3,18.12.2020 17:45,"Приморский Бриз, ООО",89147032994 89242590277," 89147030110@mail.ruprimbriz.fishery.ru",
4,18.12.2020 17:45,"Приморский Бриз, ООО","423 2732994
 2620293
 89147032994"," 89147030110@mail.ruprimbriz.fishery.ru",
5,18.12.2020 17:42,"КИТ, ООО, Владивосток","423 2410267
 89996142249
 89996158021"," info@kit-tk.comkitvl.fishery.ru","- Минтай БГ M 25+. Мешок 1/24. ГОСТ 18 мес., 21 528 кг
- Минтай БГ 2L 35+. Мешок 1/24. ГОСТ 18 мес., 5 304 кг
- Минтай БГ S 20+. Мешок 1/24. ГОСТ 18 мес., 30 000 кг
- Минтай БГ L 30+. Мешок 1/24. ГОСТ 18 мес., 50 496 кг
- Минтай БГ 2L 35+. Мешок 1/24. ГОСТ 18 мес., 56 880 кг"
6,18.12.2020 17:30,"Сайровая компания, ООО",495 7892940," antonzoo@mail.rusauracompany.fishery.ru","минтай бг 20+ короб 1/20 - 3 720 кг
минтай бг 25+ короб 1/20 - 219 000 кг"
7,18.12.2020 17:25,Торговая Компания Нерей,423 2300540," company@tk-nerey.ru","•	Минтай БГ M (25+ см),  L (30+ см), 2L (35+)"
8,18.12.2020 17:23,"Эдельвейс, ООО","423 2283110
 89046276565
 89025564545"," office@fishtrader.orgedelweiss.fishery.ru","-Минтай БГ 20СМ+,25+,30СМ+"
9,18.12.2020 17:17,"Невод, ООО ; Триера, ООО","89243252290
 89147035682
 423 2790558"," fishb2@yandex.ruaina.fishery.ru",
0,18.12.2020 17:16,"Невод, ООО ; Триера, ООО","89243252290
 89147035682
 423 2790558"," fishb2@yandex.ruaina.fishery.ru",
1,18.12.2020 17:15,"Холодов А. А., ИП","89046240326
 89147048919"," Fishman@ipholodov.ruholodov.fishery.ru",
2,18.12.2020 17:15,"Холодов А. А., ИП","89046240326
 89147048919"," Fishman@ipholodov.ruholodov.fishery.ru","Минтай б/г										М (25СМ+)			Лунтос-Гранит			1 / 28		480 620		
Минтай б/г													Лунтос-Гранит			1 / 5		5		
Минтай б/г										М (25СМ+)			Лунтос-Гранит			1 / 28		619 024		
Минтай н/р										35см+			Лунтос-Владивосток 2000			1		5		
Минтай б/г										L (30СМ+)			Камчаттралфлот			1 / 18		990		
Минтай б/г										М (25СМ+)			Малкинское-Торстейнссон			1 / 28		170 240		
Минтай б/г										L (30СМ+)			Октябрьский РК			1 / 24		150 840		
Минтай б/г										М (25СМ+)			Октябрьский РК			1 / 24		57 408		
Минтай б/г										L (30СМ+)			Малкинское-Торстейнссон			1 / 14		16 912		
Минтай б/г										L (30СМ+)			Малкинское-Торстейнссон			1 / 28		76 356		
Минтай б/г										М (25СМ+)			Лунтос-Гранит			1 / 28		57 148		
Минтай б/г										М (25СМ+)			Малкинское-Тенор			1 / 22		47 938		
Минтай н/р										2S (20см+)			Малкинское-Торстейнссон			1 / 14		70		
Минтай н/р										35см+			Лунтос-Владивосток 2000			1		44,01		
Минтай н/р										35см+			Лунтос-Владивосток 2000			1		2 609,376		
Минтай б/г										2L (35СМ+)			Октябрьский РК			1 / 24		11 352		
Минтай б/г										L (30СМ+)			Октябрьский РК			1 / 24		4 296		
Минтай б/г										М (25СМ+)			Октябрьский РК			1 / 24		79 776		
Минтай б/г										М (25СМ+)			Малкинское-Тенор			1 / 22		91 300		
Минтай б/г										М (25СМ+)			Малкинское-Торстейнссон			1 / 28		56 028		
Минтай б/г										М (25СМ+)			Камчаттралфлот			1 / 18		25 506		
Минтай б/г										М (25СМ+)			Камчаттралфлот			1 / 18		25 506		
Минтай б/г										2L (35СМ+)			Камчаттралфлот			1 / 18		1 656		
Минтай б/г										L (30СМ+)			Камчаттралфлот			1 / 18		23 850		
Минтай б/г										L (30СМ+)			Камчаттралфлот			1 / 18		25 506		
Минтай б/г										L (30СМ+)			Камчаттралфлот			1 / 18		18		
Минтай б/г										М (25СМ+)			Камчаттралфлот			1 / 18		18		
Минтай б/г										L (30СМ+)			Октябрьский РК			1 / 24		90 240		
Минтай б/г										М (25СМ+)			Октябрьский РК			1 / 24		112 776		
Минтай б/г										L (30СМ+)			Малкинское-Майборг			1 / 26		15 704		
Минтай б/г										L (30СМ+)			Камчаттралфлот			1 / 18		57 402		
Минтай б/г										L (30СМ+)			Октябрьский РК			1 / 24		56 352		
Минтай б/г										S (20СМ+)			Камчаттралфлот			1 / 18		9 180		
Минтай б/г										М (25СМ+)			Камчаттралфлот			1 / 18		72 252		
Минтай б/г										М (25СМ+)			Октябрьский РК			1 / 24		24 744		"
3,18.12.2020 17:15,"Холодов А. А., ИП","89046240326
 89147048919"," Fishman@ipholodov.ruholodov.fishery.ru",
4,18.12.2020 17:14,"СИРИУС, ООО","89149769193
 89147043324
 89502801460"," regionmanager@siriusvl.rusirius.fishery.ru",
5,18.12.2020 17:14,"СИРИУС, ООО","89149769193
 89147043324
 89502801460"," regionmanager@siriusvl.rusirius.fishery.ru",
6,18.12.2020 17:12,"Дальневосточный Континент, ООО","423 2614849
 2614850"," info@continentdv.ruvladnerest.fishery.ru",
7,18.12.2020 17:07,"Сибмир Групп, ООО","8-904-629-8026
 2998026 Марина
 8-905-924-7000"," m_truxina@list.rusibmir2005.fishery.ru",
8,18.12.2020 16:58,"Седанка, ООО","89240087633
 89247397301"," vladfish2007@mail.ruvladfish2007.fishery.ru",
9,18.12.2020 16:49,"Западное-М, ООО",89146897496," west-m25@mail.ruterteyflot.fishery.ru",Минтай б/г 25+ 1/24-13488 кг
0,18.12.2020 15:37,"КОМПАНИЯ  АЛАИД, ООО",8-914-335-30-80," strd@inbox.rualaid.fishery.ru",
0,18.12.2020 16:47,"Асача, ООО","89147996588
 423 2435653"," fulltime137@gmail.comasacha.fishery.ru","Минтай бг,S, 1/24, ТУ, 3 576 кг.
Минтай бг, L, ГОСТ, 18 мес., вылов октябрь-ноябрь 2020,1\24, 102 960 кг.
Минтай бг, LL, ГОСТ, 18 мес., вылов октябрь-ноябрь 2020,1\24, 49 968 кг.
Минтай бг,L, штучной заморозки, короб 1/12, 5 244 кг."
1,18.12.2020 15:29,"Мыс Крильон, ООО","423 291-32-18
 8 902 506 32 18
 8 914 730 65 62"," mkrilion@yandex.rukrilion.fishery.ru",
1,18.12.2020 16:45,"Корякморепродукт, ООО",423 2221465," kmpvl@mail.ruhailulya.fishery.ru","Минтай БГ L 35см+ (1/22) в количестве 8 272 кг
Минтай БГ S 25-30см (1/22) в количестве 1 914 кг
Минтай БГ М 30-35см (1/22) в количестве 24 398 кг"
2,18.12.2020 15:03,"Мыс Астафьева, ООО",89841955973," mastafco2017@gmail.commastafco.fishery.ru",
2,18.12.2020 16:05,"Асача, ООО","89147996588
 423 2435653"," fulltime137@gmail.comasacha.fishery.ru","Минтай бг,S, 1/24, ТУ, 3 576 кг.
Минтай бг, L, ГОСТ, 18 мес., вылов октябрь-ноябрь 2020,1\24, 102 960 кг.
Минтай бг, LL, ГОСТ, 18 мес., вылов октябрь-ноябрь 2020,1\24, 49 968 кг.
Минтай бг,L, штучной заморозки, короб 1/12, 5 244 кг."
3,18.12.2020 14:58,"Седанка, ООО","89240087633
 89247397301"," vladfish2007@mail.ruvladfish2007.fishery.ru",
3,18.12.2020 15:58,"Седанка, ООО","89240087633
 89247397301"," vladfish2007@mail.ruvladfish2007.fishery.ru",
4,18.12.2020 15:49,"ВЛ-Продукт, ООО","89149680683
 89147046360"," 746360@mail.ruvl-product.fishery.ru","- Минтай БГ 20+, короб ,1/16, НДС;
- Минтай БГ 25-30, мешок 1/20, НДС;"
4,18.12.2020 14:55,Торговая Компания Нерей,423 2300540," company@tk-nerey.ru","•	Минтай БГ M (25+ см),  L (30+ см), 2L (35+)"
5,18.12.2020 15:48,"Невод, ООО ; Триера, ООО","89243252290
 89147035682
 423 2790558"," fishb2@yandex.ruaina.fishery.ru",
6,18.12.2020 15:45,"Наджафалиев Н. Г., ИП","89146749462
 89841401992"," 11228877b@gmail.comnatig.fishery.ru","- Минтай б/г с/м S 1/22 кг 1452 кг 83р
- Филе Минтай короб с/м 1/21 кг"
7,18.12.2020 15:40,"Смирнов О. А., ИП",89046280761," dv-smr@mail.rusmr.fishery.ru",
8,18.12.2020 15:39,"КОМПАНИЯ  АЛАИД, ООО",8-914-335-30-80," strd@inbox.rualaid.fishery.ru",
9,18.12.2020 15:38,"КОМПАНИЯ  АЛАИД, ООО",8-914-335-30-80," strd@inbox.rualaid.fishery.ru","МИНТАЙ БГ 30 см+, ГОСТ.
МИНТАЙ БГ 25 см+, мешок 1/22. ГОСТ."
5,18.12.2020 14:52,"Импорт ДВ, ООО","89147917241
 423 2717241"," zenkov.evgeniy@yandex.ruimportooo.fishery.ru",
6,18.12.2020 14:45,"ТД Восток, ООО",89024851293," tdvostok.dv@mail.ruSIAVL.fishery.ru",
7,18.12.2020 14:43,"Юнико, ООО","89147926238
 89662869966"," office@unico-ltd.ruunico-ltd.fishery.ru",
8,18.12.2020 14:40,"Эдельвейс, ООО","423 2283110
 89046276565
 89025564545"," office@fishtrader.orgedelweiss.fishery.ru","-Минтай БГ 20СМ+,25+,30СМ+"
9,18.12.2020 14:30,"Асача, ООО","89147996588
 423 2435653"," fulltime137@gmail.comasacha.fishery.ru","Минтай бг,S, 1/24, ТУ, 3 576 кг.
Минтай бг, L, ГОСТ, 18 мес., вылов октябрь-ноябрь 2020,1\24, 102 960 кг.
Минтай бг, LL, ГОСТ, 18 мес., вылов октябрь-ноябрь 2020,1\24, 49 968 кг.
Минтай бг,L, штучной заморозки, короб 1/12, 5 244 кг."
0,18.12.2020 15:37,"КОМПАНИЯ  АЛАИД, ООО",8-914-335-30-80," strd@inbox.rualaid.fishery.ru",
1,18.12.2020 15:29,"Мыс Крильон, ООО","423 291-32-18
 8 902 506 32 18
 8 914 730 65 62"," mkrilion@yandex.rukrilion.fishery.ru",
2,18.12.2020 15:03,"Мыс Астафьева, ООО",89841955973," mastafco2017@gmail.commastafco.fishery.ru",
3,18.12.2020 14:58,"Седанка, ООО","89240087633
 89247397301"," vladfish2007@mail.ruvladfish2007.fishery.ru",
4,18.12.2020 14:55,Торговая Компания Нерей,423 2300540," company@tk-nerey.ru","•	Сельдь 300-400 гр., короб
•	Сельдь 25 +
•	Сельдь НР 200-300 гр, средний вес 308 гр., короб
•	Сельдь Олюторская 300-400 гр., короб"
5,18.12.2020 14:52,"Импорт ДВ, ООО","89147917241
 423 2717241"," zenkov.evgeniy@yandex.ruimportooo.fishery.ru",
6,18.12.2020 14:45,"ТД Восток, ООО",89024851293," tdvostok.dv@mail.ruSIAVL.fishery.ru",
7,18.12.2020 14:43,"Юнико, ООО","89147926238
 89662869966"," office@unico-ltd.ruunico-ltd.fishery.ru",
8,18.12.2020 14:40,"Эдельвейс, ООО","423 2283110
 89046276565
 89025564545"," office@fishtrader.orgedelweiss.fishery.ru","- Сельдь нр ОЛЮТОРСКАЯ размер L 350 гр+ ЕВРО КОРОБ
- Сельдь нр ОЛЮТОРСКАЯ размер 2L 400 гр+ ЕВРО КОРОБ
- Сельдь нр ОЛЮТОРСКАЯ размер S менее 300 гр ЕВРО КОРОБ
- Сельдь нр ОЛЮТОРСКАЯ размер М 300 гр+ ЕВРО КОРОБ
- Сельдь нр ОЛЮТОРСКАЯ размер L 350 гр+ ЕВРО КОРОБ
- Сельдь то нр крупная жирная 200-300 в евро коробе (ср. навеска 280-285 грамм)
- Сельдь то нр крупная жирная 300+ в евро коробе (ср. навеска 370 грамм)"
9,18.12.2020 14:30,"Асача, ООО","89147996588
 423 2435653"," fulltime137@gmail.comasacha.fishery.ru",
0,18.12.2020 14:21,"КОМПАНИЯ  АЛАИД, ООО","423 249-90-70
 249-90-80
 8-914-335-30-80"," strd@inbox.rualaid.fishery.ru",
0,18.12.2020 16:47,"Асача, ООО","89147996588
 423 2435653"," fulltime137@gmail.comasacha.fishery.ru",
1,18.12.2020 14:20,"КОМПАНИЯ  АЛАИД, ООО","423 249-90-70
 249-90-80
 8-914-335-30-80"," strd@inbox.rualaid.fishery.ru","СЕЛЬДЬ ОЛЮТОРСКАЯ 300гр+, 400 гр+, короб.
СЕЛЬДЬ ОЛЮТОРСКАЯ 400гр+, короб 1/20.
СЕЛЬДЬ Т/О Н/Р 300гр+, короб 1/22."
2,18.12.2020 14:18,"КОМПАНИЯ  АЛАИД, ООО","423 249-90-70
 249-90-80
 8-914-335-30-80"," strd@inbox.rualaid.fishery.ru",СЕЛЬДЬ Т/О Н/Р 300гр+. Короб.
1,18.12.2020 16:45,"Корякморепродукт, ООО",423 2221465," kmpvl@mail.ruhailulya.fishery.ru",
3,18.12.2020 14:10,"Беринг, ООО","423 2605446
 2262068
 2262069"," tkbering@yandex.ru",
2,18.12.2020 16:05,"Асача, ООО","89147996588
 423 2435653"," fulltime137@gmail.comasacha.fishery.ru",
4,18.12.2020 14:07,"Смирнов О. А., ИП",89046280761," dv-smr@mail.rusmr.fishery.ru",
5,18.12.2020 14:01,"Альбатрос 1, ООО",89147334226," sm-albatros-1@mail.rualbatros1.fishery.ru",
3,18.12.2020 15:58,"Седанка, ООО","89240087633
 89247397301"," vladfish2007@mail.ruvladfish2007.fishery.ru",
6,18.12.2020 13:58,Торговая Компания Нерей,423 2300540," company@tk-nerey.ru","•	Сельдь 300-400 гр., короб
•	Сельдь 25 +
•	Сельдь НР 200-300 гр, средний вес 308 гр., короб
•	Сельдь Олюторская 300-400 гр., короб"
4,18.12.2020 15:49,"ВЛ-Продукт, ООО","89149680683
 89147046360"," 746360@mail.ruvl-product.fishery.ru","- Сельдь олюторская 300-400,короб,НДС
- Сельдь олюторская 400-500,короб ,1/20 НДС
- Сельдь олюторская 500+ короб , НДС
- Сельдь т/о 300+, мешок,НДС"
5,18.12.2020 15:48,"Невод, ООО ; Триера, ООО","89243252290
 89147035682
 423 2790558"," fishb2@yandex.ruaina.fishery.ru",
7,18.12.2020 13:58,"Седанка, ООО","89240087633
 89247397301"," vladfish2007@mail.ruvladfish2007.fishery.ru",
6,18.12.2020 15:45,"Наджафалиев Н. Г., ИП","89146749462
 89841401992"," 11228877b@gmail.comnatig.fishery.ru","- СЕЛЬДЬ т/о с/м 20-25 мешок 1/22 кг 1848 кг С НДС 45р
- Сельдь т/о с/м мешок 25+ 1/13 кг 2249 кг 55р
- Сельдь т/о с/м 200-300 короб 1/22 кг 4444 кг 55р
- Сельдь т/о с/м 200-300 короб 1/20 кг 11100 кг 57р"
7,18.12.2020 15:40,"Смирнов О. А., ИП",89046280761," dv-smr@mail.rusmr.fishery.ru",
8,18.12.2020 13:55,"КОСМАС, ООО",+7 908 442 3219; +7 908 448 9578," fish_trade@mail.ruKostina.fishery.ru",
8,18.12.2020 15:39,"КОМПАНИЯ  АЛАИД, ООО",8-914-335-30-80," strd@inbox.rualaid.fishery.ru",СЕЛЬДЬ Т/О Н/Р 300гр+. Короб.
9,18.12.2020 15:38,"КОМПАНИЯ  АЛАИД, ООО",8-914-335-30-80," strd@inbox.rualaid.fishery.ru","СЕЛЬДЬ ОЛЮТОРСКАЯ 300гр+, 400 гр+, короб.
СЕЛЬДЬ ОЛЮТОРСКАЯ 400гр+, короб 1/20.
СЕЛЬДЬ Т/О Н/Р 300гр+, короб 1/22."
0,18.12.2020 13:49,"Беринг, ООО","423 2605446
 2262068
 2262069"," tkbering@yandex.ru",
9,18.12.2020 13:52,"Акватория, ООО, Владивосток",423 2028283," sales@aquatoria.sitesales-aquatoria.fishery.ru",
1,18.12.2020 13:49,"НБАМР, ПАО","8-914-703-27-20
 8-908-443-12-36"," mbespalov@bamr.runbamr.fishery.ru",
2,18.12.2020 13:48,"Беринг, ООО","423 2605446
 2262068
 2262069"," tkbering@yandex.ruberring.fishery.ru",
3,18.12.2020 13:47,"Провиант, ГК, ООО",89147041240," pischikmaya@mail.ru","1. Сельдь охотомор. 300+ . короб, индив. вес., 2 блока."
4,18.12.2020 13:37,"ТРК Океан, ООО",89025559197," trans_more@mail.ruvostokmore.fishery.ru",
5,18.12.2020 13:36,"ВИКТА, ООО","423 2768485
 89147068485
 2 530 185
 469848"," ooovikta@mail.ruvikta.fishery.ru",
6,18.12.2020 13:32,"Корс, ООО","423 2277311
 2012833
 2571167"," ksdv2003@yandex.rukors.fishery.ru","Сельдь то 300+ мешок 1/13 (2 блока по 6,5 кг)
Сельдь то 200-300 короб
Сельдь то 300+ короб"
7,18.12.2020 13:30,"Наджафалиев Н. Г., ИП","89146749462
 89841401992"," 11228877b@gmail.comnatig.fishery.ru","- СЕЛЬДЬ т/о с/м 20-25 мешок 1/22 кг 1848 кг С НДС 45р
- Сельдь т/о с/м мешок 25+ 1/13 кг 2249 кг 55р
- Сельдь т/о с/м 200-300 короб 1/22 кг 4444 кг 55р
- Сельдь т/о с/м 200-300 короб 1/20 кг 12600 кг 57р"
8,18.12.2020 13:26,"Ирна, ТПК, ООО",89146505363," irna-nakhodka@rambler.ruirna.fishery.ru","- сельдь олюторская 300+, короб 1/22
- сельдь олюторская 350+, короб 1/22
- сельдь олюторская 400+, короб 1/22
- сельдь олюторская 400+, короб 1/20
- сельдь 200-300, короб 1/20"
9,18.12.2020 13:26,"Восточный Союз, ООО","423 2251068
 2251067
 2251069
 89089925920
 89084405662"," fishgood@bk.ru
marina.p@gmvl.rufishgood.fishery.ru","- Сельдь нр то 25+, ГОСТ
- Сельдь нр олюторская 300-400, 400-500
- Сельдь нр 25+ мешок 1/13, ГОСТ, д.в ноябрь 2020г
- Сельдь нр 27+, ГОСТ, д.в ноябрь 2020
Сельдь тихоокеанская натур. ГОСТ №6 без ключа 250 гр."
0,18.12.2020 17:16,"Невод, ООО ; Триера, ООО","89243252290
 89147035682
 423 2790558"," fishb2@yandex.ruaina.fishery.ru",
1,18.12.2020 17:15,"Холодов А. А., ИП","89046240326
 89147048919"," Fishman@ipholodov.ruholodov.fishery.ru","Сельдь н/р										27см+			Лунтос-Владивосток 2000			1		5		
Сельдь н/р										L 400-500гр			Малкинское-Тенор			1 / 20		11 020		
Сельдь н/р										М 300-400гр			Малкинское-Тенор			1 / 20		93 040		
Сельдь н/р										М 300-400гр			Малкинское-Тенор			1 / 20		20		"
2,18.12.2020 17:15,"Холодов А. А., ИП","89046240326
 89147048919"," Fishman@ipholodov.ruholodov.fishery.ru",
3,18.12.2020 17:15,"Холодов А. А., ИП","89046240326
 89147048919"," Fishman@ipholodov.ruholodov.fishery.ru",
4,18.12.2020 17:14,"СИРИУС, ООО","89149769193
 89147043324
 89502801460"," regionmanager@siriusvl.rusirius.fishery.ru",
5,18.12.2020 17:14,"СИРИУС, ООО","89149769193
 89147043324
 89502801460"," regionmanager@siriusvl.rusirius.fishery.ru",
6,18.12.2020 17:12,"Дальневосточный Континент, ООО","423 2614849
 2614850"," info@continentdv.ruvladnerest.fishery.ru",
7,18.12.2020 17:07,"Сибмир Групп, ООО","8-904-629-8026
 2998026 Марина
 8-905-924-7000"," m_truxina@list.rusibmir2005.fishery.ru","• Сельдь т/о 200-300, короб, 1/22 кг, изг. В.Старжинский
• Сельдь олюторская 200-300, мешок, 1/22 кг, изг. РК им. Ленина
• Сельдь олюторская 300-400, мешок, 1/22 кг, изг. РК им. Ленина
• Сельдь олюторская 300-400, короб, 1/20 кг, изг. РК им. Ленина
• Сельдь олюторская 400-500, короб, 1/20 кг, изг. РК им. Ленина
• Сельдь олюторская 300-400, короб, 1/20 кг, изг. А.Колчак"
8,18.12.2020 16:58,"Седанка, ООО","89240087633
 89247397301"," vladfish2007@mail.ruvladfish2007.fishery.ru",
9,18.12.2020 16:49,"Западное-М, ООО",89146897496," west-m25@mail.ruterteyflot.fishery.ru",
